Date,XMR-USD,USDT-USD,ETH-USD,BTC-USD,LTC-USD,XLM-USD,BNB-USD,XRP-USD,DOGE-USD,ADA-USD
2017-11-09,120.77999877929688,1.008180022239685,320.8840026855469,7143.580078125,64.26969909667969,0.03994600102305412,1.9907699823379517,0.21748800575733185,0.0014149999478831887,0.03205300122499466
2017-11-10,105.58599853515625,1.0060100555419922,299.25299072265625,6618.14013671875,59.260101318359375,0.033073000609874725,1.796839952468872,0.20648300647735596,0.0011630000080913305,0.027118999511003494
2017-11-11,119.61599731445312,1.0089900493621826,314.6809997558594,6357.60009765625,62.30329895019531,0.03305299952626228,1.6704699993133545,0.21042999625205994,0.0012009999481961131,0.02743699960410595
2017-11-12,123.85600280761719,1.012470006942749,307.9079895019531,5950.06982421875,59.005401611328125,0.028181999921798706,1.5196900367736816,0.1973389983177185,0.0010379999876022339,0.023977000266313553
2017-11-13,123.4020004272461,1.0093499422073364,316.71600341796875,6559.490234375,61.39649963378906,0.0306560005992651,1.6866199970245361,0.20344200730323792,0.0012110000243410468,0.025807999074459076
2017-11-14,122.35299682617188,1.0068299770355225,337.6310119628906,6635.75,62.67959976196289,0.03637399896979332,1.592579960823059,0.20982499420642853,0.0011840000515803695,0.02622999995946884
2017-11-15,121.3740005493164,1.0031800270080566,333.35699462890625,7315.5400390625,63.82360076904297,0.037053000181913376,1.5304499864578247,0.2129559963941574,0.0013389999512583017,0.026444999501109123
2017-11-16,120.30500030517578,1.002120018005371,330.92401123046875,7871.68994140625,71.0602035522461,0.037234000861644745,1.5779199600219727,0.2271070033311844,0.0013899999903514981,0.027580000460147858
2017-11-17,126.69999694824219,1.001389980316162,332.3940124511719,7708.990234375,67.56900024414062,0.03557199984788895,1.5103600025177002,0.22658100724220276,0.0013129999861121178,0.025772999972105026
2017-11-18,130.7989959716797,1.002310037612915,347.61199951171875,7790.14990234375,69.6436996459961,0.03658299893140793,1.6743299961090088,0.22862699627876282,0.0013729999773204327,0.0263689998537302
2017-11-19,129.47900390625,1.0024399757385254,354.385986328125,8036.490234375,71.58930206298828,0.03656600043177605,1.6137700080871582,0.23101599514484406,0.0013760000001639128,0.028084000572562218
2017-11-20,135.76499938964844,1.0019199848175049,366.7300109863281,8200.6396484375,72.25279998779297,0.038120999932289124,1.6244499683380127,0.23875899612903595,0.0013940000208094716,0.02958099916577339
2017-11-21,141.73800659179688,0.9960470199584961,360.4010009765625,8071.259765625,70.0282974243164,0.037668000906705856,1.5740599632263184,0.23327100276947021,0.0013889999827370048,0.02833000011742115
2017-11-22,165.9499969482422,1.0001499652862549,380.6520080566406,8253.5498046875,71.8927993774414,0.042298998683691025,1.6117500066757202,0.23885899782180786,0.0018230000277981162,0.02854900062084198
2017-11-23,158.60699462890625,0.9946309924125671,410.1659851074219,8038.77001953125,73.22339630126953,0.04053499922156334,1.548699975013733,0.24240200221538544,0.0018909999635070562,0.02744399942457676
2017-11-24,160.02699279785156,1.00232994556427,474.9110107421875,8253.6904296875,77.96829986572266,0.04019299894571304,1.717710018157959,0.2446420043706894,0.0019079999765381217,0.02838199958205223
2017-11-25,168.44200134277344,1.0054099559783936,466.2760009765625,8790.919921875,88.81690216064453,0.04363900050520897,1.8738700151443481,0.2523930072784424,0.0020719999447464943,0.03044700063765049
2017-11-26,163.37399291992188,1.008679986000061,471.3299865722656,9330.5498046875,85.92680358886719,0.048895999789237976,1.8531299829483032,0.24881799519062042,0.0020260000601410866,0.03633200004696846
2017-11-27,173.39199829101562,1.001289963722229,480.3550109863281,9818.349609375,91.60269927978516,0.059843000024557114,1.9429800510406494,0.25392699241638184,0.001988000003620982,0.050592999905347824
2017-11-28,203.2100067138672,1.0001399517059326,472.9020080566406,10058.7998046875,96.03379821777344,0.08141499757766724,1.9171099662780762,0.2991519868373871,0.002363000065088272,0.11974400281906128
2017-11-29,168.14999389648438,0.9906060099601746,427.52301025390625,9888.6103515625,85.57099914550781,0.06442400068044662,1.7515300512313843,0.2430640012025833,0.0020800000056624413,0.08971799910068512
2017-11-30,180.13800048828125,1.0081000328063965,447.114013671875,10233.599609375,88.33070373535156,0.07287099957466125,1.9969700574874878,0.2508780062198639,0.002078999998047948,0.11988300085067749
2017-12-01,190.93800354003906,1.0097800493240356,466.5400085449219,10975.599609375,99.00370025634766,0.0898829996585846,2.070230007171631,0.2556990087032318,0.002148000057786703,0.1313520073890686
2017-12-02,203.03399658203125,0.9996539950370789,463.4490051269531,11074.599609375,100.28399658203125,0.09381599724292755,2.084160089492798,0.2554920017719269,0.0021490000654011965,0.13235099613666534
